Rank,RankPowerlaw,Artist,Title,Year,SpotifyPlayCount,URL,WikiWordCount,external_urls,followers,genres,popularity
75,5.787081067999999,The Drifters,Up on the Roof,1963,5920655,https://en.wikipedia.org/wiki/The_Drifters,4140.0,https://open.spotify.com/artist/1FqqOl9itIUpXr4jZPIVoT,113446.0,adult standards|brill building pop|bubblegum pop|chicago soul|christmas|disco|doo-wop|jazz christmas|mellow gold|memphis soul|motown|quiet storm|rock-and-roll|rockabilly|soul|soul blues|soul christmas|southern soul,65.0
20,13.84586851,The Drifters,Under the Boardwalk,1964,26552965,https://en.wikipedia.org/wiki/The_Drifters,4140.0,https://open.spotify.com/artist/1FqqOl9itIUpXr4jZPIVoT,113446.0,adult standards|brill building pop|bubblegum pop|chicago soul|christmas|disco|doo-wop|jazz christmas|mellow gold|memphis soul|motown|quiet storm|rock-and-roll|rockabilly|soul|soul blues|soul christmas|southern soul,65.0
27,11.35794904,Dinah Washington and Brook Benton,Baby (You've Got What It Takes),1960,5561544,https://en.wikipedia.org/wiki/Dinah_Washington,1481.0,https://open.spotify.com/artist/5ukAHW0IH7llv6ZAqBoTll,264.0,,9.0
75,5.787081067999999,Dinah Washington and Brook Benton,A Rockin' Good Way,1960,881349,https://en.wikipedia.org/wiki/Dinah_Washington,1481.0,https://open.spotify.com/artist/5ukAHW0IH7llv6ZAqBoTll,264.0,,9.0
28,11.08857401,Johnny Horton,Sink The Bismark,1960,1971530,https://en.wikipedia.org/wiki/Johnny_Horton,1545.0,https://open.spotify.com/artist/1bBZcz4jP7CoPlqpCFh4gz,34800.0,country|country christmas|country gospel|country rock|cowboy western|nashville sound|outlaw country|rock-and-roll|rockabilly|traditional country|western swing,53.0
29,10.83471074,Sam Cooke,Chain Gang,1960,21685399,https://en.wikipedia.org/wiki/Sam_Cooke,2898.0,https://open.spotify.com/artist/6hnWRPzGGKiapVX1UCdEAC,471335.0,adult standards|brill building pop|chicago soul|christmas|classic funk rock|funk|jazz blues|mellow gold|memphis soul|motown|quiet storm|rock-and-roll|singer-songwriter|soul|soul blues|soul christmas|southern soul|vocal jazz,74.0
80,5.545754095,Sam Cooke,Wonderful World,1960,93708300,https://en.wikipedia.org/wiki/Sam_Cooke,2898.0,https://open.spotify.com/artist/6hnWRPzGGKiapVX1UCdEAC,471335.0,adult standards|brill building pop|chicago soul|christmas|classic funk rock|funk|jazz blues|mellow gold|memphis soul|motown|quiet storm|rock-and-roll|singer-songwriter|soul|soul blues|soul christmas|southern soul|vocal jazz,74.0
23,12.62582101,Sam Cooke,Twistin' The Night Away,1962,12685198,https://en.wikipedia.org/wiki/Sam_Cooke,2898.0,https://open.spotify.com/artist/6hnWRPzGGKiapVX1UCdEAC,471335.0,adult standards|brill building pop|chicago soul|christmas|classic funk rock|funk|jazz blues|mellow gold|memphis soul|motown|quiet storm|rock-and-roll|singer-songwriter|soul|soul blues|soul christmas|southern soul|vocal jazz,74.0
52,7.369496097000001,Sam Cooke,Having A Party,1962,3377142,https://en.wikipedia.org/wiki/Sam_Cooke,2898.0,https://open.spotify.com/artist/6hnWRPzGGKiapVX1UCdEAC,471335.0,adult standards|brill building pop|chicago soul|christmas|classic funk rock|funk|jazz blues|mellow gold|memphis soul|motown|quiet storm|rock-and-roll|singer-songwriter|soul|soul blues|soul christmas|southern soul|vocal jazz,74.0
67,6.234342105,Sam Cooke,Little Red Rooster,1963,1246121,https://en.wikipedia.org/wiki/Sam_Cooke,2898.0,https://open.spotify.com/artist/6hnWRPzGGKiapVX1UCdEAC,471335.0,adult standards|brill building pop|chicago soul|christmas|classic funk rock|funk|jazz blues|mellow gold|memphis soul|motown|quiet storm|rock-and-roll|singer-songwriter|soul|soul blues|soul christmas|southern soul|vocal jazz,74.0
88,5.207645782,Sam Cooke,Another Saturday Night,1963,5407127,https://en.wikipedia.org/wiki/Sam_Cooke,2898.0,https://open.spotify.com/artist/6hnWRPzGGKiapVX1UCdEAC,471335.0,adult standards|brill building pop|chicago soul|christmas|classic funk rock|funk|jazz blues|mellow gold|memphis soul|motown|quiet storm|rock-and-roll|singer-songwriter|soul|soul blues|soul christmas|southern soul|vocal jazz,74.0
66,6.296526022,Sam Cooke,Shake,1965,608036,https://en.wikipedia.org/wiki/Sam_Cooke,2898.0,https://open.spotify.com/artist/6hnWRPzGGKiapVX1UCdEAC,471335.0,adult standards|brill building pop|chicago soul|christmas|classic funk rock|funk|jazz blues|mellow gold|memphis soul|motown|quiet storm|rock-and-roll|singer-songwriter|soul|soul blues|soul christmas|southern soul|vocal jazz,74.0
32,10.15315495,Bobby Darin,Beyond The Sea,1960,25328489,https://en.wikipedia.org/wiki/Bobby_Darin,3068.0,https://open.spotify.com/artist/0EodhzA6yW1bIdD5B4tcmJ,99662.0,adult standards|brill building pop|bubblegum pop|christmas|easy listening|folk rock|jazz blues|jazz christmas|lounge|mellow gold|rock-and-roll|rockabilly|soul|swing|vocal jazz,65.0
99,4.818155049,Bobby Darin,You Must Have Been A Beautiful Baby,1961,318504,https://en.wikipedia.org/wiki/Bobby_Darin,3068.0,https://open.spotify.com/artist/0EodhzA6yW1bIdD5B4tcmJ,99662.0,adult standards|brill building pop|bubblegum pop|christmas|easy listening|folk rock|jazz blues|jazz christmas|lounge|mellow gold|rock-and-roll|rockabilly|soul|swing|vocal jazz,65.0
62,6.5617772720000005,Bobby Darin,Things,1962,800658,https://en.wikipedia.org/wiki/Bobby_Darin,3068.0,https://open.spotify.com/artist/0EodhzA6yW1bIdD5B4tcmJ,99662.0,adult standards|brill building pop|bubblegum pop|christmas|easy listening|folk rock|jazz blues|jazz christmas|lounge|mellow gold|rock-and-roll|rockabilly|soul|swing|vocal jazz,65.0
23,12.62582101,Bobby Darin,You're The Reason I'm Living,1963,30498,https://en.wikipedia.org/wiki/Bobby_Darin,3068.0,https://open.spotify.com/artist/0EodhzA6yW1bIdD5B4tcmJ,99662.0,adult standards|brill building pop|bubblegum pop|christmas|easy listening|folk rock|jazz blues|jazz christmas|lounge|mellow gold|rock-and-roll|rockabilly|soul|swing|vocal jazz,65.0
73,5.8912426689999995,Bobby Darin,If I Were A Carpenter,1966,787790,https://en.wikipedia.org/wiki/Bobby_Darin,3068.0,https://open.spotify.com/artist/0EodhzA6yW1bIdD5B4tcmJ,99662.0,adult standards|brill building pop|bubblegum pop|christmas|easy listening|folk rock|jazz blues|jazz christmas|lounge|mellow gold|rock-and-roll|rockabilly|soul|swing|vocal jazz,65.0
33,9.949031357,Jimmy Clanton,Go Jimmy Go,1960,37469,https://en.wikipedia.org/wiki/Jimmy_Clanton,565.0,https://open.spotify.com/artist/2XZXvrqedRMiKv6UWjAT4B,1521.0,brill building pop|doo-wop|rock-and-roll|swamp pop,29.0
75,5.787081067999999,Jimmy Clanton,Venus In Blue Jeans,1962,143310,https://en.wikipedia.org/wiki/Jimmy_Clanton,565.0,https://open.spotify.com/artist/2XZXvrqedRMiKv6UWjAT4B,1521.0,brill building pop|doo-wop|rock-and-roll|swamp pop,29.0
34,9.754924552,Jackie Wilson,Night,1960,81660,https://en.wikipedia.org/wiki/Jackie_Wilson,4544.0,https://open.spotify.com/artist/4VnomLtKTm9Ahe1tZfmZju,95994.0,adult standards|brill building pop|chicago soul|christmas|classic funk rock|disco|funk|jazz blues|jazz christmas|memphis soul|motown|northern soul|quiet storm|rock-and-roll|rockabilly|soul|soul blues|soul christmas|southern soul,64.0
95,4.9511082360000005,Jackie Wilson,Doggin' Around,1960,449692,https://en.wikipedia.org/wiki/Jackie_Wilson,4544.0,https://open.spotify.com/artist/4VnomLtKTm9Ahe1tZfmZju,95994.0,adult standards|brill building pop|chicago soul|christmas|classic funk rock|disco|funk|jazz blues|jazz christmas|memphis soul|motown|northern soul|quiet storm|rock-and-roll|rockabilly|soul|soul blues|soul christmas|southern soul,64.0
71,6.000251992999999,Jackie Wilson,Baby Workout,1963,563065,https://en.wikipedia.org/wiki/Jackie_Wilson,4544.0,https://open.spotify.com/artist/4VnomLtKTm9Ahe1tZfmZju,95994.0,adult standards|brill building pop|chicago soul|christmas|classic funk rock|disco|funk|jazz blues|jazz christmas|memphis soul|motown|northern soul|quiet storm|rock-and-roll|rockabilly|soul|soul blues|soul christmas|southern soul,64.0
53,7.277428145,Jackie Wilson,(Your Love Keeps Lifting Me) Higher And Higher,1967,47272819,https://en.wikipedia.org/wiki/Jackie_Wilson,4544.0,https://open.spotify.com/artist/4VnomLtKTm9Ahe1tZfmZju,95994.0,adult standards|brill building pop|chicago soul|christmas|classic funk rock|disco|funk|jazz blues|jazz christmas|memphis soul|motown|northern soul|quiet storm|rock-and-roll|rockabilly|soul|soul blues|soul christmas|southern soul,64.0
36,9.393779234,Toni Fisher,The Big Hurt,1960,23972,https://en.wikipedia.org/wiki/Toni_Fisher,339.0,https://open.spotify.com/artist/5pEtyfC9ZeFGakgX4hjhaG,129.0,deep adult standards,12.0
37,9.225435187999999,Duane Eddy,Because They're Young,1960,293238,https://en.wikipedia.org/wiki/Duane_Eddy,1636.0,https://open.spotify.com/artist/1I5Cu7bqjkRg85idwYsD91,16533.0,adult standards|brill building pop|bubblegum pop|christmas|doo-wop|lounge|merseybeat|rock-and-roll|rockabilly|surf music,47.0
38,9.064478563,Conway Twitty,Lonely Blue Boy,1960,756676,https://en.wikipedia.org/wiki/Conway_Twitty,3103.0,https://open.spotify.com/artist/7gi3jmwpUpNWdswT8eEprF,152800.0,country|country christmas|country gospel|country rock|cowboy western|nashville sound|outlaw country|traditional country,62.0
39,8.910403257999999,Steve Lawrence,Pretty Blue Eyes,1960,201888,https://en.wikipedia.org/wiki/Steve_Lawrence,1304.0,https://open.spotify.com/artist/271pvVqDFiREx6PqzwOX8p,5202.0,adult standards|brill building pop|christmas|deep adult standards|easy listening|lounge,35.0
69,6.114481004,Steve Lawrence,Footsteps,1960,152385,https://en.wikipedia.org/wiki/Steve_Lawrence,1304.0,https://open.spotify.com/artist/271pvVqDFiREx6PqzwOX8p,5202.0,adult standards|brill building pop|christmas|deep adult standards|easy listening|lounge,35.0
30,10.59497587,Steve Lawrence,Portrait Of My Love,1961,61982,https://en.wikipedia.org/wiki/Steve_Lawrence,1304.0,https://open.spotify.com/artist/271pvVqDFiREx6PqzwOX8p,5202.0,adult standards|brill building pop|christmas|deep adult standards|easy listening|lounge,35.0
91,5.093692001,Steve Lawrence,Go Away Little Girl,1963,208416,https://en.wikipedia.org/wiki/Steve_Lawrence,1304.0,https://open.spotify.com/artist/271pvVqDFiREx6PqzwOX8p,5202.0,adult standards|brill building pop|christmas|deep adult standards|easy listening|lounge,35.0
40,8.762749681,Freddie Cannon,Way Down Yonder In New Orleans,1960,190729,https://en.wikipedia.org/wiki/Freddy_Cannon,1289.0,https://open.spotify.com/artist/1ffNa7yLg0ncUpBm5P03pm,4208.0,adult standards|brill building pop|bubblegum pop|doo-wop|merseybeat|rock-and-roll|rockabilly|surf music,36.0
94,4.985808764,Anita Bryant,In My Little Corner Of The World,1960,15789,https://en.wikipedia.org/wiki/Anita_Bryant,2741.0,https://open.spotify.com/artist/2M93P87MDGek6uzg7Jn7he,474.0,deep adult standards,21.0
42,8.485070759,Larry Verne,Mr. Custer,1960,154240,https://en.wikipedia.org/wiki/Larry_Verne,163.0,https://open.spotify.com/artist/6vWMWDRy2Jbshg42p1Iuzg,174.0,,14.0
44,8.228510611,Fendermen,Mule Skinner Blues,1960,257280,https://en.wikipedia.org/wiki/The_Fendermen,230.0,https://open.spotify.com/artist/2hOXOavOPsbPgls3ebJLFp,475.0,rock-and-roll|rockabilly,21.0
46,7.990608097999999,Marv Johnson,You've Got What It Takes,1960,53493,https://en.wikipedia.org/wiki/Marv_Johnson,1131.0,https://open.spotify.com/artist/40PAEtNxO98lBeQHCza9vA,4260.0,brill building pop|chicago soul|memphis soul|motown|northern soul|soul|soul christmas|southern soul,27.0
65,6.360293906,Marv Johnson,I Love The Way You Love,1960,27503,https://en.wikipedia.org/wiki/Marv_Johnson,1131.0,https://open.spotify.com/artist/40PAEtNxO98lBeQHCza9vA,4260.0,brill building pop|chicago soul|memphis soul|motown|northern soul|soul|soul christmas|southern soul,27.0
47,7.877989792999999,Hank Locklin,"Please Help Me, I'm Falling",1960,1127831,https://en.wikipedia.org/wiki/Hank_Locklin,601.0,https://open.spotify.com/artist/46Unp6DY3Zmy7QS1Fx47yq,8477.0,country gospel|cowboy western|nashville sound|outlaw country|traditional country|western swing,45.0
48,7.769280177000001,Ron Holden,Love You So,1960,27102,https://en.wikipedia.org/wiki/Ron_Holden,391.0,https://open.spotify.com/artist/0orxtneN4LcJWNxbLXtMZu,79.0,,15.0
49,7.664266317999999,Hank Ballard and The Midnighters,Finger Poppin' Time,1960,354730,https://en.wikipedia.org/wiki/Hank_Ballard,825.0,https://open.spotify.com/artist/01PZH8MrTxfgfTXNqpMRjG,802.0,,24.0
50,7.562750921,Platters,Harbor Lights,1960,787854,https://en.wikipedia.org/wiki/The_Platters,2324.0,https://open.spotify.com/artist/6KWcxMWVNVIYbdOQyJtsSy,121510.0,adult standards|brill building pop|christmas|doo-wop|easy listening|jazz blues|lounge|mellow gold|motown|rock-and-roll|rockabilly|soul|soul christmas|vocal jazz,66.0
51,7.464550900000001,Billy Bland,Let The Little Girl Dance,1960,11473647,https://en.wikipedia.org/wiki/Billy_Bland,265.0,https://open.spotify.com/artist/4mDEpwlcBham5q1dmykSG0,210.0,,14.0
52,7.369496097000001,Jeanne Black,He'll Have To Stay,1960,45318,https://en.wikipedia.org/wiki/Jeanne_Black,234.0,https://open.spotify.com/artist/4f2WSqFHOISjWlyl9mYJJw,31.0,deep adult standards,8.0
53,7.277428145,Ferrante and Teicher,Theme From The Apartment,1960,131144,https://en.wikipedia.org/wiki/Ferrante_%26_Teicher,1231.0,https://open.spotify.com/artist/17rSwcIT9qu1OybU1lReJB,3636.0,adult standards|ballroom|christmas|easy listening|exotica|lounge|romantico,46.0
17,15.41358678,Ferrante and Teicher,Exodus,1961,338866,https://en.wikipedia.org/wiki/Ferrante_%26_Teicher,1231.0,https://open.spotify.com/artist/17rSwcIT9qu1OybU1lReJB,3636.0,adult standards|ballroom|christmas|easy listening|exotica|lounge|romantico,46.0
55,7.101672245,Jimmy Charles,A Million To One,1960,57306,https://en.wikipedia.org/wiki/Jimmy_Charles,334.0,https://open.spotify.com/artist/2aWMpUpxRV3pGXVdr6Srp9,124.0,,15.0
56,7.017717833,Andy Williams,The Village Of St. Bernadette,1960,83052,https://en.wikipedia.org/wiki/Andy_Williams,3980.0,https://open.spotify.com/artist/4sj6D0zlMOl25nprDJBiU9,94409.0,adult standards|brill building pop|bubblegum pop|cabaret|christmas|easy listening|lounge|mellow gold|opera|operatic pop|rock-and-roll|soft rock|vocal jazz,75.0
11,20.54380234,Andy Williams,Can't Get Used To Losing You,1963,2633306,https://en.wikipedia.org/wiki/Andy_Williams,3980.0,https://open.spotify.com/artist/4sj6D0zlMOl25nprDJBiU9,94409.0,adult standards|brill building pop|bubblegum pop|cabaret|christmas|easy listening|lounge|mellow gold|opera|operatic pop|rock-and-roll|soft rock|vocal jazz,75.0
96,4.917008807,Andy Williams,A Fool Never Learns,1964,137312,https://en.wikipedia.org/wiki/Andy_Williams,3980.0,https://open.spotify.com/artist/4sj6D0zlMOl25nprDJBiU9,94409.0,adult standards|brill building pop|bubblegum pop|cabaret|christmas|easy listening|lounge|mellow gold|opera|operatic pop|rock-and-roll|soft rock|vocal jazz,75.0
57,6.9362157810000005,The Browns,The Old Lamplighter,1960,62470,https://en.wikipedia.org/wiki/The_Browns,707.0,https://open.spotify.com/artist/6GDSMFwAQBfnrrZf981Yji,1592.0,country gospel|cowboy western|nashville sound|traditional country|western swing,31.0
58,6.857053284,Bill Black's Combo,White Silver Sands,1960,30065,https://en.wikipedia.org/wiki/Bill_Black,2017.0,https://open.spotify.com/artist/4kLycdJ7gH6Cr7nnrHFd8D,108.0,,5.0
59,6.780124557000001,Bobby Vee,Devil Or Angel,1960,717957,https://en.wikipedia.org/wiki/Bobby_Vee,1614.0,https://open.spotify.com/artist/5MX2l6ewjOaeWn1lYNhzlO,35092.0,adult standards|brill building pop|bubblegum pop|christmas|doo-wop|folk rock|lounge|merseybeat|motown|nashville sound|rock-and-roll|rockabilly,55.0
12,19.39725958,Bobby Vee,Take Good Care Of My Baby,1961,8915018,https://en.wikipedia.org/wiki/Bobby_Vee,1614.0,https://open.spotify.com/artist/5MX2l6ewjOaeWn1lYNhzlO,35092.0,adult standards|brill building pop|bubblegum pop|christmas|doo-wop|folk rock|lounge|merseybeat|motown|nashville sound|rock-and-roll|rockabilly,55.0
89,5.168953147,Bobby Vee,Rubber Ball,1961,1688587,https://en.wikipedia.org/wiki/Bobby_Vee,1614.0,https://open.spotify.com/artist/5MX2l6ewjOaeWn1lYNhzlO,35092.0,adult standards|brill building pop|bubblegum pop|christmas|doo-wop|folk rock|lounge|merseybeat|motown|nashville sound|rock-and-roll|rockabilly,55.0
78,5.63920084,Bobby Vee,The Night Has a Thousand Eyes,1963,2254109,https://en.wikipedia.org/wiki/Bobby_Vee,1614.0,https://open.spotify.com/artist/5MX2l6ewjOaeWn1lYNhzlO,35092.0,adult standards|brill building pop|bubblegum pop|christmas|doo-wop|folk rock|lounge|merseybeat|motown|nashville sound|rock-and-roll|rockabilly,55.0
60,6.7053302839999995,The Four Preps,Down By The Station,1960,23715,https://en.wikipedia.org/wiki/The_Four_Preps,951.0,https://open.spotify.com/artist/5MsnoFODDc5nxWrjm99Zew,1433.0,deep adult standards|doo-wop,24.0
98,4.850547815,The Four Preps,More Money For You And Me,1961,7549,https://en.wikipedia.org/wiki/The_Four_Preps,951.0,https://open.spotify.com/artist/5MsnoFODDc5nxWrjm99Zew,1433.0,deep adult standards|doo-wop,24.0
61,6.632577127,The Little Dippers,Forever,1960,40043,https://en.wikipedia.org/wiki/Forever_(The_Little_Dippers_song),193.0,https://open.spotify.com/artist/0cT2S58Ulp0BGro6KXAm56,38.0,,12.0
62,6.5617772720000005,The Safaris,Image Of A Girl,1960,83982,https://en.wikipedia.org/wiki/The_Safaris,125.0,https://open.spotify.com/artist/4LYmQXFj0BsQMrcigsdWll,242.0,doo-wop,14.0
63,6.49284802,Brook Benton,Kiddio,1960,213883,https://en.wikipedia.org/wiki/Brook_Benton,708.0,https://open.spotify.com/artist/2ttm3uT0N1RN7vwKv1pQgh,12824.0,adult standards|brill building pop|chicago soul|christmas|doo-wop|jazz blues|jazz christmas|lounge|memphis soul|motown|new orleans blues|northern soul|rock-and-roll|soul|soul blues|soul christmas|southern soul,49.0
25,11.94977132,Brook Benton,The Boll Weevil Song,1961,48225,https://en.wikipedia.org/wiki/Brook_Benton,708.0,https://open.spotify.com/artist/2ttm3uT0N1RN7vwKv1pQgh,12824.0,adult standards|brill building pop|chicago soul|christmas|doo-wop|jazz blues|jazz christmas|lounge|memphis soul|motown|new orleans blues|northern soul|rock-and-roll|soul|soul blues|soul christmas|southern soul,49.0
78,5.63920084,Brook Benton,Think Twice,1961,62191,https://en.wikipedia.org/wiki/Brook_Benton,708.0,https://open.spotify.com/artist/2ttm3uT0N1RN7vwKv1pQgh,12824.0,adult standards|brill building pop|chicago soul|christmas|doo-wop|jazz blues|jazz christmas|lounge|memphis soul|motown|new orleans blues|northern soul|rock-and-roll|soul|soul blues|soul christmas|southern soul,49.0
64,6.4257114170000005,Donnie Brooks,Mission Bell,1960,80369,https://en.wikipedia.org/wiki/Donnie_Brooks,607.0,https://open.spotify.com/artist/0OIKoNmvKEdHkhhNfrRGP6,119.0,,12.0
67,6.234342105,Ray Peterson,Tell Laura I Love Her,1960,1317706,https://en.wikipedia.org/wiki/Ray_Peterson,527.0,https://open.spotify.com/artist/7BDI9Iqt24gl4RGdS6hWs9,3375.0,adult standards|brill building pop|christmas|doo-wop|merseybeat|rock-and-roll|rockabilly,38.0
90,5.130975533,Ray Peterson,Missing You,1961,36663,https://en.wikipedia.org/wiki/Ray_Peterson,527.0,https://open.spotify.com/artist/7BDI9Iqt24gl4RGdS6hWs9,3375.0,adult standards|brill building pop|christmas|doo-wop|merseybeat|rock-and-roll|rockabilly,38.0
72,5.9451190039999995,Fats Domino,Walking To New Orleans,1960,1725415,https://en.wikipedia.org/wiki/Fats_Domino,3431.0,https://open.spotify.com/artist/09C0xjtosNAIXP36wTnWxd,111029.0,adult standards|blues|brill building pop|chicago blues|christmas|doo-wop|jazz blues|jazz christmas|jump blues|lounge|memphis blues|memphis soul|motown|nashville sound|new orleans blues|piano blues|rock-and-roll|rockabilly|soul|soul blues|soul christmas|southern soul|swamp pop|traditional blues|traditional country,65.0
