Rank,RankPowerlaw,Artist,Title,Year,SpotifyPlayCount,WikiWordCount,Followers,Popularity,GenreRaw,GenreClean,TarPre,GenreClean2
83,5.412631479,Billy Vaughn,A Swingin' Safari,1962,390073,715,8058,50,,,-0.687807115,pop
73,5.891242669,Gary Puckett and The Union Gap,Over You,1968,787610,1275,28054,51,"pop, adult contemporary","pop, adult contemporary",-0.689074854,easyListening
36,9.393779234,Sergio Mendes and Brasil '66,The Look Of Love,1968,1143404,1691,31502,55,bossa nova,bossa nova,-0.689195574,jazz
11,20.54380234,Lawrence Welk,Calcutta,1961,220024,3370,3324,44,easy listening,easy listening,-0.692976083,easyListening
16,16.04282372,The Beatles,Please Please Me,1964,8599331,14112,5042014,89,"merseybeat, rock and roll, rock, pop","merseybeat, rock and roll, rock, pop",-0.696042361,beat
89,5.168953147,Joe Jones,You Talk Too Much,1960,150648,420,3199,38,r&b,r&b,-0.697747379,r&b
39,8.910403258,The Buckinghams,Don't You Care,1967,279791,2064,10626,38,"sunshine pop, pop rock","sunshine pop, pop rock",-0.69821164,sunshinePop
60,6.705330284,The Beatles,Lady Madonna,1968,13710931,14112,5042014,89,"rock and roll, rhythm and blues","rock and roll, r&b",-0.701909618,r&b
8,25.34898699,Tom Jones,I'll Never Fall In Love Again,1969,2488918,4563,193788,65,,,-0.703740166,popRock
75,5.787081068,Neil Diamond,"Cherry, Cherry",1966,2762644,5853,333588,71,pop rock,pop rock,-0.705259638,popRock
86,5.287264321,The Kingsmen,Money (That's What I Want),1964,446165,2634,10771,51,,,-0.708925754,beat
48,7.769280177,Emilio Pericoli,Al Di La,1962,58051,208,814,23,,,-0.70911544,pop
11,20.54380234,Andy Williams,Can't Get Used To Losing You,1963,2633306,3980,94409,75,easy listening,easy listening,-0.709892681,easyListening
3,48.42838339,The Temptations,I Can't Get Next To You,1969,4868501,9521,663199,73,"folkORfunk, psychedelic soul","folkORfunk, soul",-0.712451239,folkORfunk
74,5.838577711,The Monkees,Pleasant Valley Sunday,1967,2055289,18620,203117,66,"rock, psychedelic rock, psychedelic pop","rock, psychedelic rock, psychedelic pop",-0.712610095,pop
72,5.945119004,Bert Kaempfert,Wonderland By Night,1961,350403,2099,16488,52,jazz,jazz,-0.713276667,jazz
5,34.56844127,The Rascals,People Got To Be Free,1968,600612,2093,20025,48,blue-eyed soul,blue-eyed soul,-0.717149093,r&b
99,4.818155049,Ronnie and The Hi-lites,I Wish That We Were Married,1962,11986,265,19,4,,,-0.720092313,pop
91,5.093692001,Jimmy Smith,Walk On The Wild Side,1962,414693,1305,26929,51,,,-0.727646937,instrumental
71,6.000251993,Ray Conniff Singers,Somewhere My Love,1966,750017,1780,6754,55,,,-0.735952702,instrumental
97,4.883493965,Creedence Clearwater Revival,Suzie Q.,1968,7558018,4802,1379818,81,,,-0.74119713,rock
99,4.818155049,Petula Clark,Don't Sleep In The Subway,1967,774829,4478,44484,53,pop,pop,-0.747136938,pop
90,5.130975533,James Brown and The Famous Flames,Say It Loud I'm Black And I'm Proud,1968,1180592,3417,33827,59,folkORfunk,folkORfunk,-0.748526026,folkORfunk
83,5.412631479,The Foundations,"Baby, Now That I've Found You",1968,1241259,3982,16810,60,pop,pop,-0.750598743,pop
64,6.425711417,The Dells,Stay In My Corner,1968,730409,1145,53904,47,soul,soul,-0.750712848,r&b
29,10.83471074,The Supremes,The Happening,1967,3012733,5042,388007,70,pop,pop,-0.750713667,pop
22,13.00172664,Herman's Hermits,Silhouettes,1965,753474,2048,64508,55,,,-0.752357035,easyListening
69,6.114481004,Sergio Mendes and Brasil '66,The Fool On The Hill,1968,1069863,1691,31502,55,bossa nova,bossa nova,-0.755674749,jazz
55,7.101672245,The Beatles,Do You Want to Know a Secret,1964,8066285,14112,5042014,89,pop,pop,-0.760033741,pop
72,5.945119004,Sonny and Cher,Baby Don't Go,1965,759198,2377,46387,56,pop rock,pop rock,-0.764356923,popRock
78,5.63920084,The Beatles,Revolution,1968,12876136,14112,5042014,89,hard rock,hard rock,-0.764727341,rock
98,4.850547815,"Peter, Paul and Mary",If I Had A Hammer,1962,650774,1386,94676,57,folk,folk,-0.765234917,folkORfunk
27,11.35794904,The Supremes,Love Child,1968,3357859,5042,388007,70,"pop, r&b","pop, r&b",-0.768231751,pop
84,5.370017132,The Royal Guardsmen,Snoopy Vs. The Red Baron,1967,301051,650,1153,43,"rock, novelty","rock, novelty",-0.778038272,instrumental
80,5.545754095,The Turtles,You Showed Me,1969,2034830,2031,109592,63,psychedelic pop,psychedelic pop,-0.77849953,pop
39,8.910403258,Richard Chamberlain,Theme From Dr. Kildare,1962,26892,1395,330,16,,,-0.783536925,instrumental
83,5.412631479,Lesley Gore,Judy's Turn to Cry,1963,515670,1458,27747,54,"pop, rock","pop, rock",-0.805718513,pop
10,21.87761624,The Shirelles,Soldier Boy,1962,623778,2186,51834,59,r&b,r&b,-0.807155089,r&b
60,6.705330284,The Monkees,"A Little Bit You, A Little Bit Me",1967,1867724,18620,203117,66,pop rock,pop rock,-0.808305988,popRock
88,5.207645782,The Rolling Stones,The Last Time,1965,5587819,13624,3253295,84,"rock, blues rock","rock, blues rock",-0.808715186,rock
38,9.064478563,Jerry Butler,Only The Strong Survive,1969,725955,982,27391,47,"soul, proto-disco","soul, proto-disco",-0.812646519,r&b
39,8.910403258,Elvis Presley,Little Sister,1961,3356388,19546,1736017,83,rock and roll,rock and roll,-0.815526072,rock
30,10.59497587,The Everly Brothers,Let It Be Me,1960,697716,4114,120725,63,pop,pop,-0.81825603,pop
19,14.32262507,Tommy James and The Shondells,Hanky Panky,1966,853252,1401,43850,56,garage rock,garage rock,-0.820157703,rock
87,5.247075258,Diana Ross and The Supremes and The Temptations,I'm Gonna Make You Love Me,1969,3870569,1236,24802,75,"soul, pop","soul, pop",-0.822201678,pop
44,8.228510611,Kokomo,Asia Minor,1961,38898,438,1966,20,"rock, classical","rock, classical",-0.833184286,rock
32,10.15315495,Marvin Gaye and Tammi Terrell,Your Precious Love,1967,4738770,365,1503529,77,soul/pop,soul/pop,-0.847411044,pop
61,6.632577127,Adam Wade,Take Good Care Of Her,1961,16354,531,129,11,pop,pop,-0.84773964,traditionalPop
44,8.228510611,Tommy Roe,Sweet Pea,1966,343854,711,11071,43,pop rock,pop rock,-0.848399622,popRock
61,6.632577127,Ray Stevens,Ahab The Arab,1962,194946,2640,17723,43,novelty,novelty,-0.853143789,instrumental
24,12.27610461,The Vogues,"Turn Around, Look At Me",1968,352007,1079,7737,41,,,-0.858289652,pop
86,5.287264321,Bob Seger System,Ramblin' Gamblin' Man,1969,3306569,4841,238530,71,"hard rock, psychedelic rock","hard rock, psychedelic rock",-0.864206462,rock
50,7.562750921,The Four Seasons,Candy Girl,1963,1216330,4256,157449,67,rock,rock,-0.869203441,rock
38,9.064478563,Conway Twitty,Lonely Blue Boy,1960,756676,3103,152800,62,rock,rock,-0.873947683,rock
19,14.32262507,The Grass Roots,Midnight Confessions,1968,748738,4194,30550,54,"rock, psychedelic pop","rock, psychedelic pop",-0.874277746,pop
60,6.705330284,Lou Christie,I'm Gonna Make You Mine,1969,285913,1818,7391,37,pop,pop,-0.876161763,pop
48,7.769280177,1910 Fruitgum Company,"1, 2, 3, Red Light",1968,188396,578,4236,31,bubblegum pop,bubblegum pop,-0.889777157,pop
24,12.27610461,Jay and The Americans,Cara Mia,1965,801564,978,15636,58,rock,rock,-0.893426089,rock
8,25.34898699,The Sensations,Let Me In,1962,47535,233,647,24,,,-0.902499964,easyListening
48,7.769280177,The Grass Roots,I'd Wait A Million Years,1969,793077,4194,30550,54,"rock, psychedelic pop","rock, pop",-0.920010966,pop
60,6.705330284,Kai Winding,More,1963,111486,1069,1602,36,,,-0.921741578,instrumental
97,4.883493965,"Dino, Desi and Billy",I'm a Fool,1965,23134,915,144,10,,,-0.929115688,easyListening
73,5.891242669,Roy Orbison,It's Over,1964,1783252,8655,303004,71,,,-0.93352878,pop
75,5.787081068,Joe Simon,Chokin' Kind,1969,390349,2638,13457,42,r&b,r&b,-0.939288904,r&b
83,5.412631479,The Crests,Step By Step,1960,160505,1839,6597,43,,,-0.940458083,r&b
42,8.485070759,The Hollies,On A Carousel,1967,1833574,5157,203930,67,pop,pop,-0.945390883,pop
59,6.780124557,The Bee Gees,I've Gotta Get A Message To You,1968,4066803,10378,749253,77,,,-0.962924567,pop
31,10.36815025,The Dovells,You Can't Sit Down,1963,70658,591,1286,29,,,-0.964434332,pop
46,7.990608098,Marv Johnson,You've Got What It Takes,1960,53493,1131,4260,27,,,-0.973512236,r&b
62,6.561777272,The Rolling Stones,19th Nervous Breakdown,1966,5316930,13624,3253295,84,"hard rock, rhythm and blues, psychedelic rock","hard rock, r&b, psychedelic rock",-0.976062778,rock
17,15.41358678,The 5th Dimension,Stoned Soul Picnic,1968,659715,2394,33627,53,pop,pop,-0.976156667,pop
54,7.188199443,Classics IV,Traces,1969,403499,1391,8769,43,"soft rock, pop","soft rock, pop",-0.982276282,pop
8,25.34898699,Herman's Hermits,Can't You Hear My Heartbeat,1965,594503,2048,64508,55,pop rock,pop rock,-0.989325784,popRock
17,15.41358678,Connie Francis,My Heart Has A Mind Of Its Own,1960,365549,4607,58984,57,pop,pop,-0.989798966,pop
8,25.34898699,Stevie Wonder,Fingertips,1963,3255889,4980,1821274,81,"r&b, soul","r&b, soul",-0.999547123,r&b
74,5.838577711,The Four Seasons,Ronnie,1964,1190523,4256,157449,67,rock,rock,-1.008742925,rock
7,27.68441135,Chubby Checker,Pony Time,1961,395079,1911,53283,56,,,-1.012542529,rock
61,6.632577127,Ricky Nelson,Fools Rush In,1963,528037,4885,61434,56,,,-1.014161914,rockabilly
26,11.64441273,Brenda Lee,Break It To Me Gently,1962,1564747,2547,56596,72,"vocal, country","vocal, country",-1.019134912,country
71,6.000251993,The Cowsills,Indian Lake,1968,288104,2784,12812,42,,,-1.022982234,pop
43,8.35431448,Skeeter Davis,I Can't Stay Mad at You,1963,283035,1796,14214,49,"country, girl group","country, girl group",-1.024846971,country
16,16.04282372,The Box Tops,Cry Like A Baby,1968,614571,1952,24400,53,,,-1.026292473,popRock
57,6.936215781,The Browns,The Old Lamplighter,1960,62470,707,1592,31,countrypolitan,countrypolitan,-1.028525981,country
47,7.877989793,B. J. Thomas,I'm So Lonesome I Could Cry,1966,65826,1074,30560,20,,,-1.039676433,country
74,5.838577711,The Lettermen,Goin' Out Of My Head / Can't Take My Eyes Off You,1968,399488,1932,15746,45,,,-1.042881918,pop
65,6.360293906,The Temptations,Beauty Is Only Skin Deep,1966,2352110,9521,663199,73,r&b,r&b,-1.062002491,r&b
92,5.057082445,Shorty Long,Here Comes The Judge,1968,63779,638,1086,19,"comedy, soul","comedy, soul",-1.063262608,r&b
27,11.35794904,Dick and Dee Dee,The Mountain's High,1961,17863,1038,179,16,rock and roll,rock and roll,-1.063898188,rock
76,5.736711756,Paul Anka,Love Me Warm And Tender,1962,831928,2526,99369,65,,,-1.078915391,pop
57,6.936215781,Ian Whitcomb,You Turn Me On,1965,25158,1777,277,14,,,-1.080429379,rock
99,4.818155049,Charlie Rich,Lonely Weekends,1960,306801,2214,35430,53,,,-1.080999557,rockabilly
84,5.370017132,Matt Monro,My Kind Of Girl,1961,307716,1698,44161,54,,,-1.0828907,easyListening
9,23.45308318,Elvis Presley,Crying in the Chapel,1965,4109700,19546,1736017,83,,,-1.092608574,easyListening
50,7.562750921,Platters,Harbor Lights,1960,787854,2324,121510,66,,,-1.095495921,r&b
69,6.114481004,Joe Hinton,Funny How Time Slips Away,1964,16014,282,132,8,,,-1.098482785,r&b
51,7.4645509,Bill Anderson,Still,1963,138980,1898,10303,40,country,country,-1.110011176,country
73,5.891242669,Wilson Pickett,folkORfunky Broadway,1967,1193242,3001,143527,63,soul,soul,-1.113075289,r&b
67,6.234342105,Paul Revere and The Raiders,Just Like Me,1966,327267,4169,27075,47,rock,rock,-1.115397804,rock
52,7.369496097,Petula Clark,This Is My Song,1967,532949,4478,44484,53,pop,pop,-1.121353563,pop
65,6.360293906,The Winstons,Color Him Father,1969,131309,260,2069,27,"r&b, soul, folkORfunk (colour him father), folkORfunk, soul (amen, brother)","r&b, soul, folkORfunk (colour him father), folkORfunk, soul (amen, brother)",-1.122824742,folkORfunk
91,5.093692001,The Everly Brothers,When Will I Be Loved,1960,508098,4114,120725,63,country,country,-1.135393831,country
37,9.225435188,Johnny Nash,Hold Me Tight,1968,827228,1090,14322,58,,,-1.148008008,pop
98,4.850547815,Bobby Vinton,There! I've Said It Again,1964,526233,1732,40275,58,pop,pop,-1.151566696,pop
56,7.017717833,Jay and The Americans,This Magic Moment,1969,1002589,978,15636,58,,,-1.155595228,easyListening
18,14.84294734,Johnny Tillotson,It Keeps Right On a-Hurtin',1962,245127,1278,10331,49,pop,pop,-1.156062759,pop
63,6.49284802,Brook Benton,Kiddio,1960,213883,708,12824,49,,,-1.158639896,r&b
62,6.561777272,Bobby Darin,Things,1962,800658,3068,99662,65,pop rock,pop rock,-1.166288002,popRock
42,8.485070759,Danny Williams,White On White,1964,60109,864,1276,28,,,-1.166520914,instrumental
77,5.687430745,Ricky Nelson,Teen Age Idol,1962,410663,4885,61434,56,,,-1.173034266,rockabilly
79,5.59198657,Skip and Flip,Cherry Pie,1960,21703,429,58,21,pop,pop,-1.181152277,pop
11,20.54380234,Barbra Streisand,People,1964,1096736,9030,231807,69,,,-1.189508025,easyListening
100,4.786300923,Del Shannon,Little Town Flirt,1963,367176,2195,40589,53,pop rock,pop rock,-1.19057685,popRock
59,6.780124557,Gary Lewis and The Playboys,Save Your Heart for Me,1965,214032,972,18387,43,pop,pop,-1.19219991,pop
100,4.786300923,Wilson Pickett,634-5789,1966,973614,3001,143527,63,,,-1.196589674,r&b
72,5.945119004,The Crystals,Uptown,1962,374691,1856,27866,57,,,-1.208305354,pop
9,23.45308318,Dee Clark,Raindrops,1961,36195,651,1660,24,r&b,r&b,-1.212328068,r&b
13,18.39913422,The Cowsills,Hair,1969,259696,2784,12812,42,,,-1.230056457,popRock
71,6.000251993,Peaches and Herb,Close Your Eyes,1967,334016,1567,24636,48,,,-1.235060556,r&b
47,7.877989793,Watts 103rd Street Rhythm Band,Do Your Thing,1969,400774,1503,6507,48,"r&b, folkORfunk","r&b, folkORfunk",-1.25231228,folkORfunk
68,6.173680038,Connie Francis,Mama,1960,279627,4607,58984,57,pop,pop,-1.257742727,pop
63,6.49284802,The Young Rascals,How Can I Be Sure,1967,341008,2093,20025,48,"blue-eyed soul, pop","blue-eyed soul, pop",-1.265291107,pop
55,7.101672245,Peter and Gordon,Lady Godiva,1966,246814,951,12316,44,,,-1.266698792,pop
74,5.838577711,Marvelettes,Don't Mess With Bill,1966,704329,3009,65203,60,soul/pop,soul/pop,-1.267915481,pop
95,4.951108236,Roy Head,Treat Her Right,1965,19176,2269,331,12,soul,soul,-1.269675871,r&b
98,4.850547815,Herb Alpert and The Tijuana Brass,Zorba The Greek,1966,391411,3642,34974,53,,,-1.27454038,instrumental
33,9.949031357,Three Dog Night,Easy To Be Hard,1969,1174006,2285,132036,61,rock,rock,-1.292468115,rock
22,13.00172664,Petula Clark,My Love,1966,394047,4478,44484,53,pop,pop,-1.305654496,pop
53,7.277428145,Ferrante and Teicher,Theme From The Apartment,1960,131144,1231,3636,46,,,-1.314585356,instrumental
60,6.705330284,Cher,Bang Bang (My Baby Shot Me Down),1966,1284773,12655,404075,69,folk rock,folk rock,-1.323535811,rock
74,5.838577711,Linda Scott,I've Told Every Little Star,1961,38588,577,1343,29,pop,pop,-1.323748382,pop
84,5.370017132,Gary Puckett and The Union Gap,This Girl Is A Woman Now,1969,457270,1275,28054,51,rock,rock,-1.336068284,rock
43,8.35431448,Ricky Nelson,Young World,1962,347455,4885,61434,56,,,-1.340172032,rockabilly
67,6.234342105,Dion,Lovers Who Wander,1962,1642078,3245,941947,79,rock and roll,rock and roll,-1.341128515,rock
96,4.917008807,The Guess Who,Laughing,1969,994472,4136,89007,61,pop rock,pop rock,-1.350098814,popRock
74,5.838577711,The Zombies,Tell Her No,1965,728476,2742,158928,63,pop rock,pop rock,-1.351911896,popRock
97,4.883493965,Paul Revere and The Raiders,Hungry,1966,257617,4169,27075,47,"rock, proto-punk","rock, proto-punk",-1.35470017,rock
54,7.188199443,Percy Sledge,Take Time To Know Her,1968,888908,1092,118297,60,,,-1.361470531,r&b
57,6.936215781,The Shirelles,Foolish Little Girl,1963,404775,2186,51834,59,"r&b, pop, soul","r&b, pop, soul",-1.365400948,pop
88,5.207645782,Sandy Posey,I Take It Back,1967,89016,936,2230,31,,,-1.380695315,country
92,5.057082445,Robert Maxwell,Shangri-La,1964,19219,548,170,16,,,-1.385822217,instrumental
96,4.917008807,Bobby Rydell,Little Bitty Girl,1960,98402,1069,11311,44,pop,pop,-1.389143155,pop
32,10.15315495,Bert Kaempfert,Red Roses for a Blue Lady,1965,293898,2099,16488,52,,,-1.392258544,easyListening
33,9.949031357,Jimmy Clanton,Go Jimmy Go,1960,37469,565,1521,29,,,-1.416500984,r&b
65,6.360293906,Ike and Tina Turner,It's Gonna Work Out Fine,1961,246104,3574,62083,56,"rock & roll, r&b","rock and roll, r&b",-1.429409523,r&b
30,10.59497587,Steve Lawrence,Portrait Of My Love,1961,61982,1304,5202,35,traditional pop music,traditional pop,-1.455763389,traditionalPop
17,15.41358678,Chubby Checker,Slow Twistin',1962,284087,1911,53283,56,"rhythm and blues, rock and roll, soul","r&b, rock and roll, soul",-1.46223953,r&b
95,4.951108236,Jackie Wilson,Doggin' Around,1960,449692,4544,95994,64,,,-1.466661691,r&b
14,17.52086311,Marvin Gaye,Too Busy Thinking About My Baby,1969,3314326,7086,1499687,78,soul,soul,-1.471102524,r&b
67,6.234342105,Sam Cooke,Little Red Rooster,1963,1246121,2898,471335,74,,,-1.47713225,r&b
40,8.762749681,Ace Cannon,Tuff,1962,33272,341,822,27,,,-1.495997189,rockabilly
18,14.84294734,The New Vaudeville Band,Winchester Cathedral,1966,312103,415,652,55,,,-1.500509093,beat
43,8.35431448,Bobby Vinton,Please Love Me Forever,1967,540828,1732,40275,58,pop,pop,-1.501557521,pop
3,48.42838339,The Highwaymen,Michael,1961,345821,1027,91680,58,,,-1.505920044,traditionalPop
84,5.370017132,Dick and Dee Dee,Tell Me,1962,12985,1038,179,16,,,-1.508617559,pop
46,7.990608098,Aretha Franklin,(Sweet Sweet Baby) Since You've Been Gone,1968,1999561,4631,857587,75,soul,soul,-1.508850924,r&b
60,6.705330284,The Four Preps,Down By The Station,1960,23715,951,1433,24,,,-1.509033911,pop
94,4.985808764,Martha and The Vandellas,Come and Get These Memories,1963,447078,2807,77397,62,soul,soul,-1.511311784,r&b
28,11.08857401,The Supremes,Love Is Here And Now You're Gone,1967,1402733,5042,388007,70,"pop, r&b","pop, r&b",-1.515138831,pop
71,6.000251993,Jackie Wilson,Baby Workout,1963,563065,4544,95994,64,rock and roll,rock and roll,-1.519392756,rock
37,9.225435188,The Happenings,I Got Rhythm,1967,110643,550,3003,36,,,-1.530659011,instrumental
68,6.173680038,James Brown,Mother Popcorn (Part I),1969,1692313,12563,775026,71,folkORfunk,folkORfunk,-1.531351314,r&b
91,5.093692001,"Peter, Paul and Mary",I Dig Rock And Roll Music,1967,551673,1386,94676,57,"folk rock, psychedelic folk","folk rock, psychedelic folk",-1.537873429,folkORfunk
73,5.891242669,Bobby Darin,If I Were A Carpenter,1966,787790,3068,99662,65,folk rock,folk rock,-1.552574649,rock
29,10.83471074,The Friends Of Distinction,Going In Circles,1969,181315,513,7172,38,"r&b, soul","r&b, soul",-1.554049731,r&b
86,5.287264321,Peter and Gordon,Woman,1966,183303,951,12316,44,folk rock,folk rock,-1.564193287,rock
94,4.985808764,Anita Bryant,In My Little Corner Of The World,1960,15789,2741,474,21,pop,pop,-1.566620065,pop
31,10.36815025,Connie Francis,Don't Break The Heart That Loves You,1962,259505,4607,58984,57,country,country,-1.572206899,country
37,9.225435188,Smokey Robinson and The Miracles,"Baby, Baby Don't Cry",1969,979415,5611,239781,63,"soul, pop","soul, pop",-1.575239471,pop
68,6.173680038,Sam and Dave,I Thank You,1968,751080,4812,79480,64,soul,soul,-1.575667071,r&b
37,9.225435188,Johnny Tillotson,Without You,1961,146415,1278,10331,49,,,-1.578873069,pop
87,5.247075258,Turtles,You Baby,1966,553566,2031,156022,60,folk rock,folk rock,-1.589825592,rock
88,5.207645782,Gary U.S. Bonds,"Twist, Twist Senora",1962,51794,753,3184,35,,,-1.598145767,popRock
28,11.08857401,Marty Robbins,Don't Worry,1961,321791,1930,73354,61,country,country,-1.611903416,country
51,7.4645509,Sammy Davis Jr.,I've Gotta Be Me,1969,647269,4058,116765,57,traditional pop,traditional pop,-1.624752688,traditionalPop
30,10.59497587,Jay and The Americans,She Cried,1962,264791,978,15636,58,rock,rock,-1.636591132,rock
65,6.360293906,Marv Johnson,I Love The Way You Love,1960,27503,1131,4260,27,,,-1.638767951,r&b
85,5.328236693,Jimmy Dean,P.T. 109,1962,90285,1804,13340,43,pop,pop,-1.640458926,r&b
67,6.234342105,1910 Fruitgum Company,Indian Giver,1969,100205,578,4236,31,,,-1.642077986,pop
44,8.228510611,The Righteous Brothers,Just Once in My Life,1965,541580,2658,86133,64,blue-eyed soul,blue-eyed soul,-1.651948519,r&b
9,23.45308318,Johnny Rivers,Poor Side of Town,1966,227317,1516,32071,48,"rock and roll, blue-eyed soul","rock and roll, blue-eyed soul",-1.676505064,r&b
76,5.736711756,The Irish Rovers,The Unicorn,1968,392426,2636,39228,54,irish folk music,irish folk music,-1.677706511,folkORfunk
86,5.287264321,The Mills Brothers,Cab Driver,1968,258073,1761,19017,48,,,-1.683457666,beat
48,7.769280177,Henry Mancini,Days Of Wine and Roses,1963,286425,2486,51803,58,,,-1.684667033,r&b
74,5.838577711,Bobby Rydell,Swingin' School,1960,73006,1069,11311,44,rock and roll,rock and roll,-1.687662655,rock
14,17.52086311,Lesley Gore,She's A Fool,1963,212697,1458,27747,54,,,-1.691316921,r&b
97,4.883493965,The Beach Boys,Shut Down,1963,1066953,15103,916992,77,"hot rod rock, car song","hot rod rock, car song",-1.704405972,rock
85,5.328236693,Ricky Nelson,Young Emotions,1960,197454,4885,61434,56,ballad,ballad,-1.72025939,rockabilly
100,4.786300923,The Drifters,Please Stay,1961,374740,4140,113446,65,,,-1.720953591,r&b
96,4.917008807,Eddie Hodges,"(Girls, Girls, Girls) Made To Love",1962,30625,688,715,31,,,-1.721473368,rock
90,5.130975533,Cher,All I Really Want to Do,1965,764751,12655,404075,69,"pop, folk rock","pop, folk rock",-1.722422904,pop
41,8.621099442,Gene and Debbe,Playboy,1968,10759,373,30,7,,,-1.732296637,country
58,6.857053284,Lonnie Mack,"Memphis, Tennessee",1963,51680,8225,5680,37,,,-1.732766506,rockabilly
46,7.990608098,Roy Orbison,Mean Woman Blues,1963,709991,8655,303004,71,rockabilly,rockabilly,-1.734578644,rockabilly
44,8.228510611,Dionne Warwick,Alfie,1967,631132,7251,158688,63,"soul, pop","soul, pop",-1.735310238,pop
58,6.857053284,Marvin Gaye,I'll Be Doggone,1965,1581041,7086,1499687,78,soul/pop,soul/pop,-1.738897072,pop
41,8.621099442,Clyde McPhatter,Lover Please,1962,169633,1688,6381,55,,,-1.771254005,r&b
89,5.168953147,Gerry and the Pacemakers,How Do You Do It?,1964,216444,954,37416,52,merseybeat,merseybeat,-1.777681901,beat
80,5.545754095,Connie Francis,Breakin' In A Brand New Broken Heart,1961,184122,4607,58984,57,country pop,country pop,-1.795492503,country
94,4.985808764,Tom Jones,Love Me Tonight,1969,834426,4563,193788,65,,,-1.796599459,popRock
74,5.838577711,Dickey Lee,Patches,1962,22266,457,843,26,,,-1.807284366,country
47,7.877989793,The Orlons,South Street,1963,36247,858,2921,31,,,-1.813480992,r&b
46,7.990608098,Herman's Hermits,"I'm Henry the Eighth, I Am",1965,258929,2048,64508,55,"beat, pop","beat, pop",-1.820497654,beat
98,4.850547815,The Box Tops,Soul Deep,1969,306962,1952,24400,53,,,-1.823757388,popRock
77,5.687430745,Dean Martin,The Door Is Still Open to My Heart,1964,1013765,4570,381183,76,"traditional pop, country","traditional pop, country",-1.824929644,traditionalPop
27,11.35794904,Gene Pitney,It Hurts to Be in Love,1964,167640,2010,31050,51,"rock and roll, pop","rock and roll, pop",-1.850183968,pop
85,5.328236693,Paul Anka,"Tonight My Love, Tonight",1961,339702,2526,99369,65,,,-1.854700742,pop
78,5.63920084,Lou Rawls,Love Is A Hurtin' Thing,1966,255538,2941,38644,54,r&b,r&b,-1.856194477,r&b
93,5.021127552,Bobby Rydell,I'll Never Dance Again,1962,76708,1069,11311,44,pop,pop,-1.877981848,pop
64,6.425711417,Tony Bennett,I Wanna Be Around,1963,657059,6608,262614,73,,,-1.883159059,traditionalPop
77,5.687430745,Paul Anka,My Home Town,1960,289664,2526,99369,65,,,-1.89415609,pop
99,4.818155049,Bobby Darin,You Must Have Been A Beautiful Baby,1961,318504,3068,99662,65,,,-1.906094522,rockabilly
96,4.917008807,Dee Dee Sharp,Do the Bird,1963,54532,557,4587,38,,,-1.906646498,easyListening
82,5.456106733,Fats Domino,Let The Four Winds Blow,1961,346731,3431,111029,65,,,-1.91317842,rock
21,13.40711287,Al Martino,I Love You Because,1963,107611,1555,14318,48,,,-1.919192013,traditionalPop
72,5.945119004,Booker T. and The M.G.'s,Groovin',1967,387938,3484,62586,59,,,-1.919895641,r&b
68,6.173680038,Del Shannon,Hats Off To Larry,1961,147026,2195,40589,53,rock and roll,rock and roll,-1.920766548,rock
54,7.188199443,The Young Rascals,I've Been Lonely Too Long,1967,173991,2093,20025,48,,,-1.93819347,pop
42,8.485070759,Dionne Warwick,(Theme From) Valley Of The Dolls,1968,552598,7251,158688,63,"pop, r&b","pop, r&b",-1.994168489,pop
91,5.093692001,Little Anthony and the Imperials,Take Me Back,1965,130936,2557,16815,49,,,-2.026012992,r&b
34,9.754924552,Betty Everett and Jerry Butler,Let It Be Me,1964,14221,1249,27475,11,r&b,r&b,-2.026880386,r&b
54,7.188199443,Gary U.S. Bonds,School Is Out,1961,29725,753,3184,35,,,-2.027648956,popRock
73,5.891242669,Tony Orlando,Bless You,1961,73268,2129,8832,49,,,-2.028350573,pop
87,5.247075258,Bobby Rydell,Good Time Baby,1961,58354,1069,11311,44,rock and roll,rock and roll,-2.031568161,rock
66,6.296526022,The Echoes,Baby Blue,1961,29769,2474,3429,36,,,-2.038949379,beat
80,5.545754095,James Darren,Her Royal Majesty,1962,23916,1299,1835,31,,,-2.041052246,pop
83,5.412631479,Adam Wade,The Writing On The Wall,1961,4696,531,129,11,,,-2.095501073,traditionalPop
95,4.951108236,Gary Lewis and The Playboys,Sealed With A Kiss,1968,122581,972,18387,43,pop,pop,-2.102517242,pop
95,4.951108236,Johnny Rivers,Baby I Need Your Lovin',1967,168107,1516,32071,48,"r&b, soul, rock, folk","r&b, soul, rock, folk",-2.104223914,r&b
55,7.101672245,Status Quo,Pictures Of Matchstick Men,1968,498937,4248,175018,63,"psychedelic rock, psychedelic pop","psychedelic rock, psychedelic pop",-2.119763257,pop
40,8.762749681,Patti Page,"Hush, Hush, Sweet Charlotte",1965,116241,3693,19174,50,,,-2.152419449,easyListening
71,6.000251993,Brenda Lee,That's All You Gotta Do,1960,395052,2547,56596,72,rockabilly,rockabilly,-2.155813369,rock
85,5.328236693,Janis Ian,Society's Child,1967,121720,2300,23619,47,pop,pop,-2.159405958,pop
43,8.35431448,Brenda Lee,I Want To Be Wanted,1960,390100,2547,56596,72,pop,pop,-2.168427655,pop
70,6.056689273,New Colony Six,Things I'd Like To Say,1969,14821,498,420,13,pop,pop,-2.18718903,pop
